,Unnamed: 0,phase
0,4,4
1,8,4
2,27,4
3,33,4
4,50,4
5,52,4
6,61,4
7,72,4
8,75,4
9,147,4
10,153,4
11,167,4
12,173,4
13,180,4
14,186,4
15,187,4
16,188,4
17,196,4
18,201,4
19,203,4
20,204,4
21,237,4
22,252,4
23,294,4
24,311,4
25,316,4
26,323,4
27,327,4
28,345,4
29,356,4
30,357,4
31,361,4
32,365,4
33,389,4
34,405,4
35,409,4
36,421,4
37,425,4
38,426,4
39,441,4
40,444,4
41,446,4
42,452,4
43,472,4
44,474,4
45,482,4
46,486,4
47,509,4
48,510,4
49,513,4
50,517,4
51,519,4
52,533,4
53,534,4
54,538,4
55,569,4
56,588,4
57,590,4
58,638,4
59,673,4
60,680,4
61,683,4
62,697,4
63,703,4
64,716,4
65,740,4
66,757,4
67,770,4
68,775,4
69,779,4
70,782,4
71,789,4
72,834,4
73,840,4
74,845,4
75,915,4
76,938,4
77,1065,4
78,1124,4
79,1136,4
80,1147,4
81,1159,4
82,1175,4
83,1188,4
84,1196,4
85,1205,4
86,1206,4
87,1208,4
88,1211,4
89,1216,4
90,1226,4
91,1228,4
92,1242,4
93,1249,4
94,1272,4
95,1283,4
96,1286,4
97,1289,4
98,1293,4
99,1327,4
100,1340,4
101,1360,4
102,1379,4
103,1384,4
104,1397,4
105,1419,4
106,1426,4
107,1427,4
108,1428,4
109,1430,4
110,1437,4
111,1439,4
112,1440,4
113,1466,4
114,1491,0
115,1493,0
116,1495,0
117,1503,0
118,1516,0
119,1518,0
120,1533,0
121,1548,0
122,1556,0
123,1564,0
124,1570,0
125,1572,0
126,1586,0
127,1587,0
128,1602,0
129,1615,0
130,1617,0
131,1623,0
132,1627,0
133,1628,0
134,1645,0
135,1648,0
136,1671,0
137,1692,0
138,1701,0
139,1705,0
140,1710,0
141,1715,0
142,1722,0
143,1728,0
144,1729,0
145,1733,0
146,1745,0
147,1760,0
148,1761,0
149,1771,0
150,1774,0
151,1782,0
152,1784,0
153,1786,0
154,1787,0
155,1811,0
156,1814,0
157,1822,0
158,1848,0
159,1851,0
160,1852,0
161,1853,0
162,1857,0
163,1860,0
164,1861,0
165,1865,0
166,1877,0
167,1895,0
168,1898,0
169,1919,0
170,1924,0
171,1929,0
172,1941,0
173,1945,0
174,1950,0
175,1954,0
176,1955,0
177,1976,0
178,1980,0
179,1986,0
180,2006,0
181,2019,0
182,2020,0
183,2022,0
184,2045,0
185,2048,0
186,2049,0
187,2056,0
188,2057,0
189,2064,0
190,2070,0
191,2071,0
192,2076,0
193,2083,0
194,2098,0
195,2100,0
196,2110,0
197,2113,0
198,2115,0
199,2120,0
200,2135,0
201,2137,0
202,2140,0
203,2145,0
204,2153,0
205,2159,0
206,2160,0
207,2165,0
208,2171,0
209,2172,0
210,2175,0
211,2178,0
212,2180,0
213,2185,0
214,2188,0
215,2192,0
216,2193,0
217,2195,0
218,2198,0
219,2222,0
220,2229,0
221,2232,0
222,2238,0
223,2246,0
224,2255,0
225,2256,0
226,2274,0
227,2276,0
228,2277,0
229,2282,0
230,2303,0
231,2317,0
232,2327,0
233,2328,0
234,2331,0
235,2340,0
236,2363,0
237,2367,0
238,2372,0
239,2374,0
240,2376,0
241,2388,0
242,2390,0
243,2393,0
244,2398,0
245,2399,0
246,2400,0
247,2405,0
248,2419,0
249,2422,0
250,2459,0
251,2460,0
252,2464,0
253,2469,0
254,2470,0
255,2474,0
256,2477,0
257,2482,0
258,2492,0
259,2496,0
260,2507,0
261,2510,0
262,2513,0
263,2516,0
264,2520,0
265,2532,0
266,2547,0
267,2551,0
268,2558,0
269,2566,0
270,2575,0
271,2581,0
272,2593,0
273,2595,0
274,2609,0
275,2611,0
276,2616,0
277,2617,0
278,2625,0
279,2634,0
280,2645,0
281,2651,0
282,2655,0
283,2666,0
284,2690,0
285,2693,0
286,2696,0
287,2697,0
288,2704,0
289,2705,0
290,2711,0
291,2722,0
292,2739,0
293,2740,0
294,2741,0
295,2742,0
296,2749,0
297,2752,0
298,2755,0
299,2780,0
300,2786,0
301,2791,0
302,2797,0
303,2813,0
304,2814,0
305,2828,0
306,2844,0
307,2859,0
308,2866,0
309,2869,0
310,2874,0
311,2875,0
312,2876,0
313,2880,0
314,2886,0
315,2892,0
316,2903,0
317,2906,0
318,2907,0
319,2919,0
320,2931,0
321,2946,0
322,2949,0
323,2962,0
324,2969,0
325,2981,0
326,2993,0
327,2995,0
328,2998,0
329,3018,0
330,3024,0
331,3026,0
332,3027,0
333,3051,0
334,3058,0
335,3061,0
336,3066,0
337,3083,0
338,3084,0
339,3091,0
340,3093,0
341,3096,0
342,3120,0
343,3123,0
344,3130,0
345,3135,0
346,3136,0
347,3141,0
348,3153,0
349,3154,0
350,3157,0
351,3161,0
352,3163,0
353,3164,0
354,3170,0
355,3176,0
356,3189,0
357,3190,0
358,3202,0
359,3205,0
360,3206,0
361,3208,0
362,3210,0
363,3214,0
364,3219,0
365,3225,0
366,3251,0
367,3253,0
368,3269,0
369,3270,0
370,3280,0
371,3287,0
372,3290,0
373,3296,0
374,3300,0
375,3302,0
376,3306,0
377,3310,0
378,3313,0
379,3324,0
380,3330,0
381,3334,0
382,3341,0
383,3343,0
384,3361,0
385,3368,0
386,3374,0
387,3378,0
388,3394,0
389,3396,0
390,3397,0
391,3403,0
392,3413,0
393,3417,0
394,3429,0
395,3434,0
396,3435,0
397,3436,0
398,3442,0
399,3443,0
400,3447,0
401,3452,0
402,3457,0
403,3467,0
404,3469,0
405,3481,0
406,3491,0
407,3500,0
408,3514,0
409,3525,0
410,3530,0
411,3539,0
412,3550,0
413,3568,0
414,3570,0
415,3572,0
416,3578,0
417,3579,0
418,3583,0
419,3587,0
420,3602,0
421,3611,0
422,3620,0
423,3626,0
424,3628,0
425,3630,0
426,3635,0
427,3640,0
428,3665,0
429,3678,0
430,3680,0
431,3682,0
432,3684,0
433,3704,0
434,3717,0
435,3726,0
436,3737,0
437,3738,0
438,3741,0
439,3748,0
440,3755,0
441,3776,0
442,3788,0
443,3796,0
444,3801,0
445,3802,0
446,3803,0
447,3805,0
448,3815,0
449,3826,0
450,3829,0
451,3831,0
452,3842,0
453,3843,0
454,3844,0
455,3847,0
456,3857,0
457,3859,0
458,3861,0
459,3866,0
460,3869,0
461,3874,0
462,3879,0
463,3884,0
464,3889,0
465,3891,0
466,3905,0
467,3909,0
468,3914,0
469,3930,0
470,3936,0
471,3951,0
472,3957,0
473,3961,0
474,3963,0
475,3968,0
476,3974,0
477,3975,0
478,3984,0
479,4014,0
480,4019,0
481,4022,0
482,4024,0
483,4026,0
484,4040,0
485,4045,0
486,4052,0
487,4064,0
488,4065,0
489,4083,0
490,4086,0
491,4102,0
492,4105,0
493,4106,0
494,4109,0
495,4112,0
496,4116,0
497,4117,0
498,4120,0
499,4121,0
500,4122,0
501,4125,0
502,4132,0
503,4136,0
504,4142,0
505,4145,0
506,4153,0
507,4154,0
508,4159,0
509,4167,0
510,4185,0
511,4186,0
512,4189,0
513,4190,0
514,4203,0
515,4218,0
516,4219,0
517,4227,0
518,4236,0
519,4239,0
520,4248,0
521,4255,0
522,4263,0
523,4278,0
524,4280,0
525,4295,0
526,4296,0
527,4306,0
528,4307,0
529,4312,0
530,4316,0
531,4317,0
532,4321,0
533,4322,0
534,4324,0
535,4326,0
536,4356,0
537,4359,0
538,4364,0
539,4374,0
540,4375,0
541,4376,0
542,4382,0
543,4391,0
544,4397,0
545,4398,0
546,4414,0
547,4415,0
548,4435,0
549,4437,0
550,4448,0
551,4450,0
552,4459,0
553,4467,0
554,4469,0
555,4475,0
556,4484,0
557,4497,0
558,4499,0
559,4526,0
560,4529,0
561,4553,0
562,4562,0
563,4567,0
564,4570,0
565,4584,0
566,4601,0
567,4603,0
568,4613,0
569,4629,0
570,4638,0
571,4641,0
572,4652,0
573,4653,0
574,4669,0
575,4678,0
576,4703,0
577,4708,0
578,4721,0
579,4724,0
580,4737,0
581,4746,0
582,4751,0
583,4752,0
584,4756,0
585,4762,0
586,4765,0
587,4766,0
588,4788,0
589,4791,0
590,4795,0
591,4798,0
592,4800,0
593,4806,0
594,4820,0
595,4841,0
596,4853,0
597,4854,0
598,4860,0
599,4868,0
600,4869,0
601,4877,0
602,4880,0
603,4891,0
604,4903,0
605,4904,0
606,4909,0
607,4913,0
608,4923,0
609,4929,0
610,4942,0
611,4968,0
612,4977,0
613,4989,0
614,4990,0
615,4998,0
616,5003,0
617,5011,0
618,5013,0
619,5020,0
620,5036,0
621,5038,0
622,5044,0
623,5052,0
624,5057,0
625,5059,0
626,5062,0
627,5064,0
628,5067,0
629,5071,0
630,5083,0
631,5097,0
632,5099,0
633,5103,0
634,5104,0
635,5107,0
636,5109,0
637,5115,0
638,5117,0
639,5121,0
640,5141,0
641,5152,0
642,5153,0
643,5155,0
644,5173,0
645,5176,0
646,5183,0
647,5187,0
648,5197,0
649,5204,0
650,5211,0
651,5212,0
652,5228,0
653,5246,0
654,5252,0
655,5257,0
656,5264,0
657,5288,0
658,5289,0
659,5300,0
660,5324,0
661,5330,0
662,5331,0
663,5338,0
664,5340,0
665,5343,0
666,5350,0
667,5357,0
668,5359,0
669,5370,0
670,5374,0
671,5387,0
672,5401,0
673,5407,0
674,5414,0
675,5420,0
676,5424,0
677,5426,0
678,5428,0
679,5440,0
680,5452,0
681,5453,0
682,5471,0
683,5483,0
684,5515,0
685,5519,0
686,5533,0
687,5538,0
688,5539,0
689,5558,0
690,5585,0
691,5590,0
692,5611,0
693,5650,0
694,5652,0
695,5673,0
696,5677,0
697,5684,0
698,5686,0
699,5707,0
700,5735,0
701,5743,0
702,5744,0
703,5753,0
704,5764,0
705,5773,0
706,5779,0
707,5785,0
708,5811,0
709,5824,0
710,5831,0
711,5853,0
712,5859,0
713,5864,0
714,5866,0
715,5867,0
716,5877,0
717,5884,0
718,5891,0
719,5905,0
720,5927,0
721,5929,0
722,5933,0
723,5937,0
724,5944,0
725,5946,0
726,5950,0
727,5956,0
728,5960,0
729,5963,0
730,5966,0
731,5972,0
732,5977,0
733,5979,0
734,5985,0
735,5986,0
736,5999,0
737,6005,0
738,6025,0
739,6027,0
740,6028,0
741,6031,0
742,6034,0
743,6037,0
744,6039,0
745,6042,0
746,6045,0
747,6052,0
748,6054,0
749,6065,0
750,6067,0
751,6069,0
752,6071,0
753,6073,0
754,6074,0
755,6075,0
756,6087,0
757,6093,0
758,6096,0
759,6106,0
760,6123,0
761,6131,0
762,6134,0
763,6137,0
764,6140,0
765,6157,0
766,6163,0
767,6189,0
768,6193,0
769,6205,0
770,6212,0
771,6215,0
772,6224,0
773,6227,0
774,6234,0
775,6235,0
776,6238,0
777,6240,0
778,6245,0
779,6256,0
780,6259,0
781,6269,0
782,6285,0
783,6288,0
784,6295,0
785,6296,0
786,6297,0
787,6305,0
788,6307,0
789,6318,0
790,6322,0
791,6344,0
792,6349,0
793,6352,0
794,6359,0
795,6366,0
796,6369,0
797,6378,0
798,6386,0
799,6387,0
800,6392,0
801,6408,0
802,6409,0
803,6416,0
804,6419,0
805,6438,0
806,6439,0
807,6443,0
808,6452,0
809,6453,0
810,6470,0
811,6476,0
812,6488,0
813,6490,0
814,6499,0
815,6502,0
816,6504,0
817,6519,0
818,6529,0
819,6530,0
820,6531,0
821,6532,0
822,6536,0
823,6538,0
824,6539,0
825,6543,0
826,6569,0
827,6582,0
828,6583,0
829,6610,0
830,6616,0
831,6623,0
832,6634,0
833,6636,0
834,6639,0
835,6654,0
836,6663,0
837,6666,0
838,6669,0
839,6675,0
840,6681,0
841,6685,0
842,6688,0
843,6692,0
844,6695,0
845,6705,0
846,6708,0
847,6725,0
848,6738,0
849,6753,0
850,6757,0
851,6759,0
852,6761,0
853,6764,0
854,6771,0
855,6772,0
856,6792,0
857,6795,0
858,6800,0
859,6807,0
860,6809,0
861,6812,0
862,6815,0
863,6825,0
864,6828,0
865,6830,0
866,6840,0
867,6850,0
868,6851,0
869,6857,0
870,6860,0
871,6861,0
872,6865,0
873,6869,0
874,6871,0
875,6872,0
876,6878,0
877,6886,0
878,6899,0
879,6904,0
880,6908,0
881,6909,0
882,6910,0
883,6911,0
884,6912,0
885,6922,0
886,6938,0
887,6940,0
888,6945,0
889,6957,0
890,6960,0
891,6961,0
892,6986,0
893,6992,0
894,6996,0
895,7002,0
896,7004,0
897,7010,0
898,7012,0
899,7029,0
900,7041,0
901,7042,0
902,7045,0
903,7060,0
904,7065,0
905,7073,0
906,7087,0
907,7088,0
908,7133,0
909,7147,0
910,7149,0
911,7154,0
912,7162,0
913,7166,0
914,7171,0
915,7181,0
916,7190,0
917,7198,0
918,7213,0
919,7214,0
920,7220,0
921,7233,0
922,7254,0
923,7263,0
924,7283,0
925,7296,0
926,7307,0
927,7309,0
928,7312,0
929,7315,0
930,7318,0
931,7325,0
932,7333,0
933,7344,0
934,7349,0
935,7352,0
936,7357,0
937,7363,0
938,7364,0
939,7368,0
940,7371,0
941,7389,0
942,7393,0
943,7408,0
944,7419,0
945,7421,0
946,7423,0
947,7437,0
948,7443,0
949,7447,0
950,7455,0
951,7461,0
952,7465,0
953,7471,0
954,7477,0
955,7480,0
956,7500,0
957,7502,0
958,7535,0
959,7539,0
960,7541,0
961,7557,0
962,7564,0
963,7575,0
964,7577,0
965,7590,0
966,7593,0
967,7596,0
968,7598,0
969,7600,0
970,7604,0
971,7606,0
972,7620,0
973,7632,0
974,7641,0
975,7642,0
976,7651,0
977,7666,0
978,7667,0
979,7679,0
980,7695,0
981,7699,0
982,7712,0
983,7719,0
984,7730,0
985,7738,0
986,7743,0
987,7770,0
988,7772,0
989,7774,0
990,7785,0
991,7790,0
992,7793,0
993,7795,0
994,7799,0
995,7806,0
996,7813,0
997,7816,0
998,7819,0
999,7820,0
1000,7836,0
1001,7845,0
1002,7854,0
1003,7858,0
1004,7859,0
1005,7860,0
1006,7863,0
1007,7869,0
1008,7872,0
1009,7880,0
1010,7884,0
1011,7888,0
1012,7892,0
1013,7901,0
1014,7906,0
1015,7932,0
1016,7937,0
1017,7961,0
1018,7963,0
1019,7966,0
1020,7967,0
1021,7972,0
1022,7978,0
1023,7979,0
1024,7984,0
1025,7995,0
1026,7999,0
1027,8010,0
1028,8029,0
1029,8034,0
1030,8038,0
1031,8040,0
1032,8047,0
1033,8054,0
1034,8058,0
1035,8059,0
1036,8073,0
1037,8076,0
1038,8090,0
1039,23,4
1040,29,4
1041,34,4
1042,36,4
1043,39,4
1044,51,4
1045,69,4
1046,74,4
1047,84,4
1048,110,4
1049,119,4
1050,208,4
1051,240,4
1052,278,4
1053,280,4
1054,296,4
1055,306,4
1056,342,4
1057,358,4
1058,410,4
1059,456,4
1060,476,4
1061,479,4
1062,484,4
1063,488,4
1064,491,4
1065,644,4
1066,645,4
1067,646,4
1068,647,4
1069,652,4
1070,654,4
1071,657,4
1072,667,4
1073,678,4
1074,701,4
1075,710,4
1076,745,4
1077,746,4
1078,763,4
1079,813,4
1080,836,4
1081,876,4
1082,895,4
1083,896,4
1084,907,4
1085,929,4
1086,943,4
1087,1005,4
1088,1049,4
1089,1121,4
1090,1138,4
1091,1244,4
1092,1284,4
1093,1300,4
1094,1310,4
1095,1402,4
1096,1413,4
1097,1473,4
1098,1494,0
